xmin,ymin,xmax,ymax,confidence,class,name,frame_id
153.9149169921875,74.9167709350586,172.777587890625,147.93287658691406,0.7865779399871826,0,person,6192
213.579833984375,72.37185668945312,226.88438415527344,164.4469757080078,0.6770023703575134,0,person,6192
17.181859970092773,76.57613372802734,33.045536041259766,155.61355590820312,0.6561353802680969,0,person,6192
0.8409114480018616,76.7862548828125,18.214191436767578,140.0953826904297,0.6003975868225098,0,person,6192
31.721845626831055,77.60871887207031,49.64956283569336,138.9051055908203,0.5568216443061829,0,person,6192
116.28642272949219,63.527679443359375,135.74403381347656,144.83847045898438,0.5494886636734009,0,person,6192
189.2447967529297,65.45564270019531,206.02105712890625,143.0370330810547,0.5165315866470337,0,person,6192
129.34527587890625,81.6194839477539,143.74118041992188,141.78782653808594,0.4910524785518646,0,person,6192
105.74980926513672,78.0022964477539,120.31351470947266,135.09671020507812,0.3741314113140106,0,person,6192
0.004311415832489729,75.06591796875,8.514073371887207,139.0802764892578,0.35106122493743896,0,person,6192
