xmin,ymin,xmax,ymax,confidence,class,name,frame_id
0.5492620468139648,75.45109558105469,18.2853946685791,145.03163146972656,0.7010994553565979,0,person,12457
193.915771484375,72.91302490234375,210.32846069335938,138.15492248535156,0.6703711748123169,0,person,12457
64.34137725830078,68.75402069091797,87.74979400634766,145.92977905273438,0.6682590246200562,0,person,12457
165.10719299316406,67.38433837890625,181.47506713867188,143.92245483398438,0.645624041557312,0,person,12457
86.9942398071289,74.98857116699219,102.17123413085938,142.87506103515625,0.6241055727005005,0,person,12457
134.87074279785156,69.8095703125,151.36715698242188,140.67147827148438,0.6028585433959961,0,person,12457
103.90309143066406,72.69103240966797,122.50829315185547,144.2820587158203,0.5881616473197937,0,person,12457
33.297725677490234,72.83808135986328,51.190093994140625,147.14503479003906,0.4239623546600342,0,person,12457
146.7581024169922,74.36203002929688,165.1065216064453,142.4912872314453,0.4179966449737549,0,person,12457
16.42354393005371,74.4830322265625,35.95711898803711,141.76394653320312,0.3746947944164276,0,person,12457
