xmin,ymin,xmax,ymax,confidence,class,name,frame_id
200.3502960205078,74.66445922851562,215.70045471191406,150.63235473632812,0.8131101131439209,0,person,10464
36.05295181274414,70.30097198486328,51.27064895629883,151.0575408935547,0.7527202367782593,0,person,10464
73.90560913085938,68.85385131835938,87.43936920166016,144.5988006591797,0.6715958118438721,0,person,10464
167.51809692382812,70.28424835205078,182.68418884277344,144.07447814941406,0.6489530205726624,0,person,10464
129.78839111328125,74.67060852050781,145.38877868652344,143.20938110351562,0.6233459115028381,0,person,10464
85.82494354248047,72.8360595703125,103.84414672851562,143.55690002441406,0.5497885942459106,0,person,10464
152.5135955810547,71.8501968383789,171.6155242919922,142.1020050048828,0.5167551636695862,0,person,10464
113.69438934326172,67.42285919189453,133.8651885986328,148.90313720703125,0.507668673992157,0,person,10464
22.965551376342773,76.23855590820312,36.46953582763672,141.01483154296875,0.49613627791404724,0,person,10464
139.95608520507812,75.9458236694336,149.5087432861328,140.4664764404297,0.33292892575263977,0,person,10464
100.68778228759766,78.32653045654297,116.2167739868164,142.63487243652344,0.31165173649787903,0,person,10464
