xmin,ymin,xmax,ymax,confidence,class,name,frame_id
66.62388610839844,78.85102081298828,84.7405014038086,138.3712921142578,0.8315231800079346,0,person,6278
166.02268981933594,66.28578186035156,182.66522216796875,141.30479431152344,0.7291167378425598,0,person,6278
2.824542760848999,69.82392883300781,14.310371398925781,121.1843032836914,0.6693006157875061,0,person,6278
208.89405822753906,69.0567626953125,227.0,154.81500244140625,0.629855751991272,0,person,6278
30.799503326416016,78.84485626220703,44.02998352050781,141.08680725097656,0.5778539180755615,0,person,6278
50.42881393432617,73.4339828491211,67.0381088256836,154.9036102294922,0.4937056005001068,0,person,6278
41.78850173950195,77.72854614257812,52.44514465332031,131.17015075683594,0.33995360136032104,0,person,6278
112.27132415771484,83.57402801513672,123.1173095703125,137.49664306640625,0.3373894989490509,0,person,6278
190.6036376953125,70.7431869506836,204.59605407714844,149.4090576171875,0.33079034090042114,0,person,6278
29.376876831054688,103.48072052001953,36.12277603149414,117.43974304199219,0.27923643589019775,26,handbag,6278
