xmin,ymin,xmax,ymax,confidence,class,name,frame_id
192.11485290527344,84.64262390136719,205.0373077392578,137.05984497070312,0.7742169499397278,0,person,12387
117.04907989501953,69.72869110107422,135.8209686279297,145.11639404296875,0.758368194103241,0,person,12387
138.1886749267578,73.30499267578125,152.22718811035156,142.18118286132812,0.7118656039237976,0,person,12387
94.7125015258789,74.83479309082031,110.52224731445312,142.01629638671875,0.7112199664115906,0,person,12387
0.8744928240776062,71.0621337890625,22.719873428344727,144.5653839111328,0.6141906976699829,0,person,12387
158.93881225585938,69.67996215820312,171.84127807617188,142.6092529296875,0.5684133172035217,0,person,12387
23.102846145629883,76.09741973876953,39.00198745727539,142.34622192382812,0.549574077129364,0,person,12387
39.2597541809082,72.35424041748047,53.7020378112793,151.41156005859375,0.5142831206321716,0,person,12387
25.08700942993164,75.58511352539062,52.614749908447266,146.96282958984375,0.32120007276535034,0,person,12387
11.881306648254395,73.22946166992188,27.472599029541016,143.3960418701172,0.3045441806316376,0,person,12387
