xmin,ymin,xmax,ymax,confidence,class,name,frame_id
98.12739562988281,77.29228210449219,114.35980224609375,143.9248046875,0.7574188709259033,0,person,463
109.00980377197266,74.61022186279297,125.26028442382812,142.9210968017578,0.6892160177230835,0,person,463
163.53701782226562,59.13178253173828,184.25669860839844,169.1551971435547,0.6723716855049133,0,person,463
21.57659912109375,76.61688232421875,36.543487548828125,142.1967010498047,0.6712010502815247,0,person,463
184.40252685546875,59.51285934448242,204.0113983154297,168.04586791992188,0.6518746018409729,0,person,463
140.53323364257812,62.5818977355957,156.0923309326172,147.97674560546875,0.5880983471870422,0,person,463
125.72591400146484,63.332027435302734,141.5435791015625,145.31796264648438,0.48274803161621094,0,person,463
220.6650390625,84.11701965332031,227.0,146.9816436767578,0.4566836953163147,0,person,463
76.50743103027344,85.88262939453125,88.84999084472656,138.65599060058594,0.3811149597167969,0,person,463
154.11349487304688,61.33537292480469,172.22352600097656,147.48867797851562,0.30362632870674133,0,person,463
